,state,district,year,dyid,nitrate,sdp,outlier,gini
588,MH,aurangabad,2018,Aurangabad2018,35.76923,1728578,0,0.19
589,UP,ayodhya,2000,Ayodhya2000,7.5,387943,0,0.39
590,UP,ayodhya,2001,Ayodhya2001,9.1999998,395002,0,0.39
591,UP,ayodhya,2002,Ayodhya2002,0.495,407783,0,0.39
593,UP,ayodhya,2004,Ayodhya2004,17.0,425891,0,0.39
605,UP,ayodhya,2016,Ayodhya2016,12.638,888453,0,0.39
607,UP,ayodhya,2018,Ayodhya2018,1.8333334,949184,0,0.39
608,UP,azamgarh,2000,Azamgarh2000,2.0,387943,0,0.27
609,UP,azamgarh,2001,Azamgarh2001,9.79,395002,0,0.27
610,UP,azamgarh,2002,Azamgarh2002,25.318001,407783,0,0.27
612,UP,azamgarh,2004,Azamgarh2004,7.8000002,425891,0,0.27
613,UP,azamgarh,2005,Azamgarh2005,6.3375001,450750,0,0.27
624,UP,azamgarh,2016,Azamgarh2016,11.425,888453,0,0.27
626,UP,azamgarh,2018,Azamgarh2018,20.5,949184,0,0.27
629,KA,bagalkote,2002,Bagalkote2002,175.43124,349364,1,0.27
630,KA,bagalkote,2003,Bagalkote2003,127.57143,356168,0,0.27
631,KA,bagalkote,2004,Bagalkote2004,134.73914,355688,0,0.27
632,KA,bagalkote,2005,Bagalkote2005,48.0,392283,0,0.27
633,KA,bagalkote,2006,Bagalkote2006,93.037041,433070,0,0.27
637,KA,bagalkote,2010,Bagalkote2010,153.21666,575918,1,0.27
639,KA,bagalkote,2012,Bagalkote2012,109.61111,593192,0,0.27
640,KA,bagalkote,2013,Bagalkote2013,169.92308,646787,1,0.27
641,KA,bagalkote,2014,Bagalkote2014,53.573914,671283,0,0.27
643,KA,bagalkote,2016,Bagalkote2016,88.837059,851394,0,0.27
644,KA,bagalkote,2017,Bagalkote2017,81.0,915642,0,0.27
645,KA,bagalkote,2018,Bagalkote2018,89.875717,974815,0,0.27
647,UP,baghpat,2001,Baghpat2001,9.9460001,395002,0,0.28
650,UP,baghpat,2004,Baghpat2004,19.0,425891,0,0.28
651,UP,baghpat,2005,Baghpat2005,26.753334,450750,0,0.28
662,UP,baghpat,2016,Baghpat2016,51.266666,888453,0,0.28
664,UP,baghpat,2018,Baghpat2018,70.666664,949184,0,0.28
665,UP,bahraich,2000,Bahraich2000,29.90909,387943,0,0.24
681,UP,bahraich,2016,Bahraich2016,1.24,888453,0,0.24
683,UP,bahraich,2018,Bahraich2018,0.0,949184,0,0.24
698,AS,baksa,2014,Baksa2014,0.90000004,146425,0,0.2
699,AS,baksa,2015,Baksa2015,0.60000002,167629,0,0.2
700,AS,baksa,2016,Baksa2016,0.68000001,179632,0,0.2
702,AS,baksa,2018,Baksa2018,0.88265002,204627,0,0.2
703,MP,balaghat,2000,Balaghat2000,45.5,162796,0,0.27
704,MP,balaghat,2001,Balaghat2001,19.461538,174443,0,0.27
705,MP,balaghat,2002,Balaghat2002,22.151516,165346,0,0.27
707,MP,balaghat,2004,Balaghat2004,20.671429,180818,0,0.27
708,MP,balaghat,2005,Balaghat2005,20.428572,189928,0,0.27
709,MP,balaghat,2006,Balaghat2006,63.222221,207243,0,0.27
710,MP,balaghat,2007,Balaghat2007,21.777143,217036,0,0.27
711,MP,balaghat,2008,Balaghat2008,16.885714,244476,0,0.27
712,MP,balaghat,2009,Balaghat2009,33.820515,267651,0,0.27
713,MP,balaghat,2010,Balaghat2010,23.787878,281705,0,0.27
714,MP,balaghat,2011,Balaghat2011,23.0,282371,0,0.27
715,MP,balaghat,2012,Balaghat2012,26.410257,306853,0,0.27
716,MP,balaghat,2013,Balaghat2013,44.64706,322598,0,0.27
717,MP,balaghat,2014,Balaghat2014,19.465117,339247,0,0.27
718,MP,balaghat,2015,Balaghat2015,33.450001,370716,0,0.27
719,MP,balaghat,2016,Balaghat2016,30.59091,419465,0,0.27
720,MP,balaghat,2017,Balaghat2017,28.454546,441956,0,0.27
721,MP,balaghat,2018,Balaghat2018,27.829268,482361,0,0.27
722,OD,balangir,2000,Balangir2000,31.903244,108601,0,0.22
724,OD,balangir,2002,Balangir2002,26.992399,114385,0,0.22
725,OD,balangir,2003,Balangir2003,18.158438,131087,0,0.22
726,OD,balangir,2004,Balangir2004,34.136002,141908,0,0.22
740,OD,balangir,2018,Balangir2018,0.0,338339,0,0.22
741,OD,baleshwar,2000,Baleshwar2000,11.900556,108601,0,0.27
743,OD,baleshwar,2002,Baleshwar2002,10.846429,114385,0,0.27
744,OD,baleshwar,2003,Baleshwar2003,14.226875,131087,0,0.27
745,OD,baleshwar,2004,Baleshwar2004,8.0357141,141908,0,0.27
756,OD,baleshwar,2015,Baleshwar2015,0.60000002,253192,0,0.27
759,OD,baleshwar,2018,Baleshwar2018,0.0,338339,0,0.27
776,KA,ballari,2016,Ballari2016,0.0,851394,0,0.21
780,UP,ballia,2001,Ballia2001,4.6500001,395002,0,0.27
781,UP,ballia,2002,Ballia2002,14.65,407783,0,0.27
783,UP,ballia,2004,Ballia2004,6.3000002,425891,0,0.27
784,UP,ballia,2005,Ballia2005,6.8000002,450750,0,0.27
795,UP,ballia,2016,Ballia2016,42.0,888453,0,0.27
797,UP,ballia,2018,Ballia2018,52.5,949184,0,0.27
798,UP,balrampur,2000,Balrampur2000,5.868,387943,0,0.2
803,UP,balrampur,2005,Balrampur2005,9.8714285,450750,0,0.2
814,UP,balrampur,2016,Balrampur2016,1.0777777,888453,0,0.2
817,GJ,banas kantha,2000,Banas Kantha2000,47.066666,240428,0,0.22
819,GJ,banas kantha,2002,Banas Kantha2002,33.9375,282634,0,0.22
822,GJ,banas kantha,2005,Banas Kantha2005,44.799999,349385,0,0.22
823,GJ,banas kantha,2006,Banas Kantha2006,94.900002,378934,0,0.22
824,GJ,banas kantha,2007,Banas Kantha2007,59.0,423741,0,0.22
825,GJ,banas kantha,2008,Banas Kantha2008,88.181816,441854,0,0.22
826,GJ,banas kantha,2009,Banas Kantha2009,66.85714,504289,0,0.22
827,GJ,banas kantha,2010,Banas Kantha2010,48.53846,559476,0,0.22
828,GJ,banas kantha,2011,Banas Kantha2011,58.923077,532809,0,0.22
829,GJ,banas kantha,2012,Banas Kantha2012,71.384613,596659,0,0.22
830,GJ,banas kantha,2013,Banas Kantha2013,34.900002,641489,0,0.22
831,GJ,banas kantha,2014,Banas Kantha2014,51.357143,705629,0,0.22
832,GJ,banas kantha,2015,Banas Kantha2015,57.23077,774775,0,0.22
833,GJ,banas kantha,2016,Banas Kantha2016,42.846153,843930,0,0.22
834,GJ,banas kantha,2017,Banas Kantha2017,66.666664,946511,0,0.22
835,GJ,banas kantha,2018,Banas Kantha2018,66.14286,1034399,0,0.22
836,UP,banda,2000,Banda2000,65.375,387943,0,0.22
838,UP,banda,2002,Banda2002,27.4,407783,0,0.22
840,UP,banda,2004,Banda2004,34.222221,425891,0,0.22
841,UP,banda,2005,Banda2005,82.368889,450750,0,0.22
852,UP,banda,2016,Banda2016,10.9875,888453,0,0.22
854,UP,banda,2018,Banda2018,43.25,949184,0,0.22
855,KA,bangalore rural,2000,Bangalore Rural2000,20.0,325674,0,0.29
856,KA,bangalore rural,2001,Bangalore Rural2001,8.6999998,331579,0,0.29
857,KA,bangalore rural,2002,Bangalore Rural2002,133.83333,349364,0,0.29
858,KA,bangalore rural,2003,Bangalore Rural2003,69.625,356168,0,0.29
859,KA,bangalore rural,2004,Bangalore Rural2004,83.5,355688,0,0.29
861,KA,bangalore rural,2006,Bangalore Rural2006,27.571428,433070,0,0.29
864,KA,bangalore rural,2009,Bangalore Rural2009,100.5,522218,0,0.29
865,KA,bangalore rural,2010,Bangalore Rural2010,12.0,575918,0,0.29
867,KA,bangalore rural,2012,Bangalore Rural2012,53.285713,593192,0,0.29
868,KA,bangalore rural,2013,Bangalore Rural2013,70.354546,646787,0,0.29
869,KA,bangalore rural,2014,Bangalore Rural2014,56.584167,671283,0,0.29
871,KA,bangalore rural,2016,Bangalore Rural2016,93.666664,851394,0,0.29
872,KA,bangalore rural,2017,Bangalore Rural2017,54.42857,915642,0,0.29
873,KA,bangalore rural,2018,Bangalore Rural2018,117.13409,974815,0,0.29
875,KA,bangalore,2001,Bangalore2001,66.666664,331579,0,0.36
876,KA,bangalore,2002,Bangalore2002,34.366665,349364,0,0.36
877,KA,bangalore,2003,Bangalore2003,29.549999,356168,0,0.36
878,KA,bangalore,2004,Bangalore2004,44.200001,355688,0,0.36
880,KA,bangalore,2006,Bangalore2006,36.577778,433070,0,0.36
883,KA,bangalore,2009,Bangalore2009,51.142857,522218,0,0.36
884,KA,bangalore,2010,Bangalore2010,47.333332,575918,0,0.36
886,KA,bangalore,2012,Bangalore2012,38.200001,593192,0,0.36
887,KA,bangalore,2013,Bangalore2013,30.421429,646787,0,0.36
888,KA,bangalore,2014,Bangalore2014,26.424999,671283,0,0.36
890,KA,bangalore,2016,Bangalore2016,38.532692,851394,0,0.36
891,KA,bangalore,2017,Bangalore2017,30.970589,915642,0,0.36
892,KA,bangalore,2018,Bangalore2018,21.303637,974815,0,0.36
906,BR,banka,2013,Banka2013,21.966667,246915,0,0.19
909,BR,banka,2016,Banka2016,8.6859999,289265,0,0.19
912,WB,bankura,2000,Bankura2000,25.62973,274556,0,0.25
913,WB,bankura,2001,Bankura2001,9.0,294382,0,0.25
914,WB,bankura,2002,Bankura2002,20.407116,304701,0,0.25
916,WB,bankura,2004,Bankura2004,15.330953,323618,0,0.25
917,WB,bankura,2005,Bankura2005,12.525,343994,0,0.25
919,WB,bankura,2007,Bankura2007,18.610344,399859,0,0.25
921,WB,bankura,2009,Bankura2009,4.6438298,448279,0,0.25
925,WB,bankura,2013,Bankura2013,5.0,503952,0,0.25
927,WB,bankura,2015,Bankura2015,0.175,546988,0,0.25
928,WB,bankura,2016,Bankura2016,9.5810814,584911,0,0.25
929,WB,bankura,2017,Bankura2017,21.165129,623787,0,0.25
930,WB,bankura,2018,Bankura2018,14.6751,659288,0,0.25
931,RJ,banswara,2000,Banswara2000,17.515385,192772,0,0.27
932,RJ,banswara,2001,Banswara2001,73.428574,214725,0,0.27
933,RJ,banswara,2002,Banswara2002,37.186668,188930,0,0.27
935,RJ,banswara,2004,Banswara2004,38.314999,227663,0,0.27
936,RJ,banswara,2005,Banswara2005,63.366665,242955,0,0.27
937,RJ,banswara,2006,Banswara2006,46.962502,271552,0,0.27
938,RJ,banswara,2007,Banswara2007,62.553844,283923,0,0.27
939,RJ,banswara,2008,Banswara2008,46.119999,307800,0,0.27
940,RJ,banswara,2009,Banswara2009,29.349474,325739,0,0.27
941,RJ,banswara,2010,Banswara2010,47.599998,374666,0,0.27
942,RJ,banswara,2011,Banswara2011,61.759998,395331,0,0.27
943,RJ,banswara,2012,Banswara2012,73.376923,409802,0,0.27
944,RJ,banswara,2013,Banswara2013,73.307693,434292,0,0.27
945,RJ,banswara,2014,Banswara2014,31.692308,465408,0,0.27
946,RJ,banswara,2015,Banswara2015,52.5,501922,0,0.27
947,RJ,banswara,2016,Banswara2016,44.142857,529650,0,0.27
948,RJ,banswara,2017,Banswara2017,46.070587,557618,0,0.27
949,RJ,banswara,2018,Banswara2018,30.485332,568102,0,0.27
950,UP,barabanki,2000,Barabanki2000,11.333333,387943,0,0.19
951,UP,barabanki,2001,Barabanki2001,70.811996,395002,0,0.19
952,UP,barabanki,2002,Barabanki2002,33.395294,407783,0,0.19
955,UP,barabanki,2005,Barabanki2005,21.833334,450750,0,0.19
966,UP,barabanki,2016,Barabanki2016,3.039,888453,0,0.19
968,UP,barabanki,2018,Barabanki2018,0.0,949184,0,0.19
981,JK,baramulla,2012,Baramulla2012,5.25,67316,0,0.2
982,JK,baramulla,2013,Baramulla2013,36.444443,70536,0,0.2
983,JK,baramulla,2014,Baramulla2014,4.6100001,67154,0,0.2
984,JK,baramulla,2015,Baramulla2015,12.075,80602,0,0.2
985,JK,baramulla,2016,Baramulla2016,8.0,82636,0,0.2
988,RJ,baran,2000,Baran2000,74.138458,192772,0,0.2
989,RJ,baran,2001,Baran2001,45.866665,214725,0,0.2
990,RJ,baran,2002,Baran2002,54.166668,188930,0,0.2
992,RJ,baran,2004,Baran2004,49.545456,227663,0,0.2
993,RJ,baran,2005,Baran2005,24.142857,242955,0,0.2
994,RJ,baran,2006,Baran2006,44.875,271552,0,0.2
995,RJ,baran,2007,Baran2007,79.555557,283923,0,0.2
996,RJ,baran,2008,Baran2008,66.400002,307800,0,0.2
997,RJ,baran,2009,Baran2009,48.830769,325739,0,0.2
998,RJ,baran,2010,Baran2010,53.166668,374666,0,0.2
999,RJ,baran,2011,Baran2011,71.25,395331,0,0.2
1000,RJ,baran,2012,Baran2012,50.0,409802,0,0.2
1001,RJ,baran,2013,Baran2013,81.785713,434292,0,0.2
1002,RJ,baran,2014,Baran2014,65.5,465408,0,0.2
1003,RJ,baran,2015,Baran2015,27.083529,501922,0,0.2
1004,RJ,baran,2016,Baran2016,27.183626,529650,0,0.2
1005,RJ,baran,2017,Baran2017,39.650002,557618,0,0.2
1006,RJ,baran,2018,Baran2018,30.17647,568102,0,0.2
1007,UP,bareilly,2000,Bareilly2000,10.6,387943,0,0.27
1012,UP,bareilly,2005,Bareilly2005,34.639999,450750,0,0.27
1023,UP,bareilly,2016,Bareilly2016,4.3499999,888453,0,0.27
1025,UP,bareilly,2018,Bareilly2018,28.0,949184,0,0.27
1026,OD,bargarh,2000,Bargarh2000,19.11923,108601,0,0.24
1028,OD,bargarh,2002,Bargarh2002,23.430937,114385,0,0.24
1029,OD,bargarh,2003,Bargarh2003,13.025666,131087,0,0.24
1030,OD,bargarh,2004,Bargarh2004,19.546154,141908,0,0.24
1044,OD,bargarh,2018,Bargarh2018,0.0,338339,0,0.24
1045,RJ,barmer,2000,Barmer2000,146.21538,192772,1,0.25
1046,RJ,barmer,2001,Barmer2001,143.98357,214725,0,0.25
1047,RJ,barmer,2002,Barmer2002,129.35715,188930,0,0.25
1049,RJ,barmer,2004,Barmer2004,123.96774,227663,0,0.25
1050,RJ,barmer,2005,Barmer2005,153.54697,242955,1,0.25
1051,RJ,barmer,2006,Barmer2006,153.21249,271552,1,0.25
1052,RJ,barmer,2007,Barmer2007,159.08461,283923,1,0.25
1053,RJ,barmer,2008,Barmer2008,128.10527,307800,0,0.25
1054,RJ,barmer,2009,Barmer2009,141.84935,325739,0,0.25
1055,RJ,barmer,2010,Barmer2010,121.93617,374666,0,0.25
1056,RJ,barmer,2011,Barmer2011,116.53367,395331,0,0.25
1057,RJ,barmer,2012,Barmer2012,89.489708,409802,0,0.25
1058,RJ,barmer,2013,Barmer2013,82.59259,434292,0,0.25
1059,RJ,barmer,2014,Barmer2014,118.59643,465408,0,0.25
1060,RJ,barmer,2015,Barmer2015,86.040337,501922,0,0.25
1061,RJ,barmer,2016,Barmer2016,83.445,529650,0,0.25
1062,RJ,barmer,2017,Barmer2017,106.25069,557618,0,0.25
1063,RJ,barmer,2018,Barmer2018,97.849998,568102,0,0.25
1064,PB,barnala,2000,Barnala2000,39.011112,144508,0,0.31
1065,PB,barnala,2001,Barnala2001,21.75,146390,0,0.31
1066,PB,barnala,2002,Barnala2002,42.362499,148885,0,0.31
1068,PB,barnala,2004,Barnala2004,169.33333,158285,1,0.31
1069,PB,barnala,2005,Barnala2005,20.5,166046,0,0.31
1070,PB,barnala,2006,Barnala2006,33.616665,183954,0,0.31
1071,PB,barnala,2007,Barnala2007,11.1875,199884,0,0.31
1072,PB,barnala,2008,Barnala2008,45.285713,210965,0,0.31
1073,PB,barnala,2009,Barnala2009,26.450001,224441,0,0.31
1074,PB,barnala,2010,Barnala2010,20.0,238938,0,0.31
1075,PB,barnala,2011,Barnala2011,24.2125,239227,0,0.31
1076,PB,barnala,2012,Barnala2012,56.549999,251813,0,0.31
1077,PB,barnala,2013,Barnala2013,2.3099999,267515,0,0.31
1078,PB,barnala,2014,Barnala2014,31.783333,278485,0,0.31
1079,PB,barnala,2015,Barnala2015,26.383333,294895,0,0.31
1080,PB,barnala,2016,Barnala2016,19.166666,315783,0,0.31
1081,PB,barnala,2017,Barnala2017,13.3,335057,0,0.31
1082,PB,barnala,2018,Barnala2018,14.0,353942,0,0.31
1093,AS,barpeta,2010,Barpeta2010,0.80000001,127307,0,0.21
1096,AS,barpeta,2013,Barpeta2013,1.1,138725,0,0.21
1098,AS,barpeta,2015,Barpeta2015,1.6,167629,0,0.21
1099,AS,barpeta,2016,Barpeta2016,5.7249999,179632,0,0.21
1101,AS,barpeta,2018,Barpeta2018,1.7673001,204627,0,0.21
1102,MP,barwani,2000,Barwani2000,11.857142,162796,0,0.24
1103,MP,barwani,2001,Barwani2001,24.6,174443,0,0.24
1104,MP,barwani,2002,Barwani2002,38.25,165346,0,0.24
1106,MP,barwani,2004,Barwani2004,32.166668,180818,0,0.24
1108,MP,barwani,2006,Barwani2006,34.75,207243,0,0.24
1109,MP,barwani,2007,Barwani2007,74.349998,217036,0,0.24
1110,MP,barwani,2008,Barwani2008,41.444443,244476,0,0.24
1111,MP,barwani,2009,Barwani2009,42.222221,267651,0,0.24
1112,MP,barwani,2010,Barwani2010,26.285715,281705,0,0.24
1113,MP,barwani,2011,Barwani2011,21.616667,282371,0,0.24
1114,MP,barwani,2012,Barwani2012,136.85715,306853,0,0.24
1115,MP,barwani,2013,Barwani2013,92.0,322598,0,0.24
1116,MP,barwani,2014,Barwani2014,49.625,339247,0,0.24
1117,MP,barwani,2015,Barwani2015,71.555557,370716,0,0.24
1118,MP,barwani,2016,Barwani2016,54.222221,419465,0,0.24
1119,MP,barwani,2017,Barwani2017,84.777779,441956,0,0.24
1120,MP,barwani,2018,Barwani2018,82.222221,482361,0,0.24
1125,CG,bastar,2004,Bastar2004,15.833333,88886,0,0.27
1126,CG,bastar,2005,Bastar2005,13.230769,90338,0,0.27
1127,CG,bastar,2006,Bastar2006,8.9222221,107524,0,0.27
1128,CG,bastar,2007,Bastar2007,10.095238,116215,0,0.27
1129,CG,bastar,2008,Bastar2008,11.46,123840,0,0.27
1130,CG,bastar,2009,Bastar2009,12.06,127278,0,0.27
1132,CG,bastar,2011,Bastar2011,14.111111,142273,0,0.27
1133,CG,bastar,2012,Bastar2012,14.75,148760,0,0.27
1139,CG,bastar,2018,Bastar2018,0.0,209211,0,0.27
1140,UP,basti,2000,Basti2000,17.299999,387943,0,0.31
1144,UP,basti,2004,Basti2004,24.0,425891,0,0.31
1145,UP,basti,2005,Basti2005,39.025002,450750,0,0.31
1156,UP,basti,2016,Basti2016,0.77999997,888453,0,0.31
1158,UP,basti,2018,Basti2018,16.0,949184,0,0.31
1159,PB,bathinda,2000,Bathinda2000,71.625,144508,0,0.32
1160,PB,bathinda,2001,Bathinda2001,88.833336,146390,0,0.32
1161,PB,bathinda,2002,Bathinda2002,138.05,148885,0,0.32
1163,PB,bathinda,2004,Bathinda2004,215.2,158285,1,0.32
1164,PB,bathinda,2005,Bathinda2005,67.565216,166046,0,0.32
1165,PB,bathinda,2006,Bathinda2006,154.35789,183954,1,0.32
1166,PB,bathinda,2007,Bathinda2007,112.33334,199884,0,0.32
1167,PB,bathinda,2008,Bathinda2008,87.819046,210965,0,0.32
1168,PB,bathinda,2009,Bathinda2009,124.50318,224441,0,0.32
1169,PB,bathinda,2010,Bathinda2010,85.217392,238938,0,0.32
1170,PB,bathinda,2011,Bathinda2011,66.795654,239227,0,0.32
1171,PB,bathinda,2012,Bathinda2012,58.713634,251813,0,0.32
1172,PB,bathinda,2013,Bathinda2013,68.257141,267515,0,0.32
1173,PB,bathinda,2014,Bathinda2014,113.46709,278485,0,0.32
1174,PB,bathinda,2015,Bathinda2015,78.706001,294895,0,0.32
1175,PB,bathinda,2016,Bathinda2016,59.139999,315783,0,0.32
1176,PB,bathinda,2017,Bathinda2017,79.890373,335057,0,0.32
1177,PB,bathinda,2018,Bathinda2018,42.428463,353942,0,0.32
1178,MH,beed,2000,Beed2000,76.565216,558786,0,0.24
1179,MH,beed,2001,Beed2001,62.444443,578527,0,0.24
1180,MH,beed,2002,Beed2002,74.04348,618422,0,0.24
1181,MH,beed,2003,Beed2003,40.5,666184,0,0.24
1182,MH,beed,2004,Beed2004,62.227272,632587,0,0.24
1183,MH,beed,2005,Beed2005,25.615385,724237,0,0.24
1184,MH,beed,2006,Beed2006,64.31559,823993,0,0.24
1185,MH,beed,2007,Beed2007,91.543121,919898,0,0.24
1186,MH,beed,2008,Beed2008,79.022102,934347,0,0.24
1187,MH,beed,2009,Beed2009,86.294121,1024622,0,0.24
1188,MH,beed,2010,Beed2010,80.125,1141365,0,0.24
1189,MH,beed,2011,Beed2011,63.307693,1126595,0,0.24
1190,MH,beed,2012,Beed2012,33.1245,1189711,0,0.24
1191,MH,beed,2013,Beed2013,31.615385,1267551,0,0.24
1192,MH,beed,2014,Beed2014,2.0,1345341,0,0.24
1193,MH,beed,2015,Beed2015,34.875,1452513,0,0.24
1194,MH,beed,2016,Beed2016,19.142857,1596121,0,0.24
1195,MH,beed,2017,Beed2017,132.6207,1661065,0,0.24
1196,MH,beed,2018,Beed2018,29.40909,1728578,0,0.24
1210,BR,begusarai,2013,Begusarai2013,19.371428,246915,0,0.21
1213,BR,begusarai,2016,Begusarai2016,6.6057897,289265,0,0.21
1235,KA,belgaum,2000,Belgaum2000,234.0,325674,1,0.26
1236,KA,belgaum,2001,Belgaum2001,43.321739,331579,0,0.26
1237,KA,belgaum,2002,Belgaum2002,66.167999,349364,0,0.26
1238,KA,belgaum,2003,Belgaum2003,51.924999,356168,0,0.26
1239,KA,belgaum,2004,Belgaum2004,62.210712,355688,0,0.26
1240,KA,belgaum,2005,Belgaum2005,57.5,392283,0,0.26
1241,KA,belgaum,2006,Belgaum2006,105.15417,433070,0,0.26
1244,KA,belgaum,2009,Belgaum2009,20.0,522218,0,0.26
1245,KA,belgaum,2010,Belgaum2010,58.867924,575918,0,0.26
1247,KA,belgaum,2012,Belgaum2012,57.977779,593192,0,0.26
1248,KA,belgaum,2013,Belgaum2013,48.643383,646787,0,0.26
1249,KA,belgaum,2014,Belgaum2014,67.349121,671283,0,0.26
1251,KA,belgaum,2016,Belgaum2016,48.137096,851394,0,0.26
1252,KA,belgaum,2017,Belgaum2017,52.170074,915642,0,0.26
1253,KA,belgaum,2018,Belgaum2018,41.021011,974815,0,0.26
1255,KA,bellary,2001,Bellary2001,146.60001,331579,1,0.21
1256,KA,bellary,2002,Bellary2002,110.0,349364,0,0.21
1257,KA,bellary,2003,Bellary2003,196.80667,356168,1,0.21
1258,KA,bellary,2004,Bellary2004,36.458332,355688,0,0.21
1259,KA,bellary,2005,Bellary2005,22.200001,392283,0,0.21
1260,KA,bellary,2006,Bellary2006,137.23077,433070,0,0.21
1264,KA,bellary,2010,Bellary2010,150.88333,575918,1,0.21
1266,KA,bellary,2012,Bellary2012,63.200001,593192,0,0.21
1267,KA,bellary,2013,Bellary2013,138.39589,646787,0,0.21
1268,KA,bellary,2014,Bellary2014,49.050999,671283,0,0.21
1270,KA,bellary,2016,Bellary2016,44.324326,851394,0,0.21
1271,KA,bellary,2017,Bellary2017,52.923077,915642,0,0.21
1272,KA,bellary,2018,Bellary2018,67.80014,974815,0,0.21
1273,MP,betul,2000,Betul2000,44.213634,162796,0,0.33
1274,MP,betul,2001,Betul2001,59.238094,174443,0,0.33
1275,MP,betul,2002,Betul2002,30.428572,165346,0,0.33
1277,MP,betul,2004,Betul2004,46.157894,180818,0,0.33
1278,MP,betul,2005,Betul2005,48.01889,189928,0,0.33
1279,MP,betul,2006,Betul2006,34.849998,207243,0,0.33
1280,MP,betul,2007,Betul2007,28.25926,217036,0,0.33
1281,MP,betul,2008,Betul2008,16.0,244476,0,0.33
1282,MP,betul,2009,Betul2009,34.116001,267651,0,0.33
1283,MP,betul,2010,Betul2010,42.013332,281705,0,0.33
1284,MP,betul,2011,Betul2011,35.665218,282371,0,0.33
1285,MP,betul,2012,Betul2012,42.849998,306853,0,0.33
1286,MP,betul,2013,Betul2013,39.0,322598,0,0.33
1287,MP,betul,2014,Betul2014,35.222221,339247,0,0.33
1289,MP,betul,2016,Betul2016,31.076923,419465,0,0.33
1290,MP,betul,2017,Betul2017,27.551723,441956,0,0.33
1291,MP,betul,2018,Betul2018,59.84,482361,0,0.33
1292,UP,bhadohi,2000,Bhadohi2000,28.0,387943,0,0.32
1294,UP,bhadohi,2002,Bhadohi2002,5.0250001,407783,0,0.32
1296,UP,bhadohi,2004,Bhadohi2004,17.1,425891,0,0.32
1308,UP,bhadohi,2016,Bhadohi2016,16.808332,888453,0,0.32
1310,UP,bhadohi,2018,Bhadohi2018,3.0,949184,0,0.32
1311,TG,bhadradri kothagudem,2000,Bhadradri Kothagudem2000,50.92857,153268,0,0.23
1312,TG,bhadradri kothagudem,2001,Bhadradri Kothagudem2001,34.0,160218,0,0.23
1313,TG,bhadradri kothagudem,2002,Bhadradri Kothagudem2002,52.5,163864,0,0.23
1314,TG,bhadradri kothagudem,2003,Bhadradri Kothagudem2003,55.535713,179919,0,0.23
1315,TG,bhadradri kothagudem,2004,Bhadradri Kothagudem2004,54.328571,166301,0,0.23
1316,TG,bhadradri kothagudem,2005,Bhadradri Kothagudem2005,41.3125,193010,0,0.23
1317,TG,bhadradri kothagudem,2006,Bhadradri Kothagudem2006,72.41333,214290,0,0.23
1318,TG,bhadradri kothagudem,2007,Bhadradri Kothagudem2007,59.614285,236096,0,0.23
1319,TG,bhadradri kothagudem,2008,Bhadradri Kothagudem2008,73.092857,268272,0,0.23
1320,TG,bhadradri kothagudem,2009,Bhadradri Kothagudem2009,60.289375,268998,0,0.23
1321,TG,bhadradri kothagudem,2010,Bhadradri Kothagudem2010,88.0,316560,0,0.23
1322,TG,bhadradri kothagudem,2011,Bhadradri Kothagudem2011,75.466667,325139,0,0.23
1323,TG,bhadradri kothagudem,2012,Bhadradri Kothagudem2012,49.357143,334205,0,0.23
1324,TG,bhadradri kothagudem,2013,Bhadradri Kothagudem2013,81.82222,349593,0,0.23
1325,TG,bhadradri kothagudem,2014,Bhadradri Kothagudem2014,69.199997,372897,0,0.23
1326,TG,bhadradri kothagudem,2015,Bhadradri Kothagudem2015,46.307693,416892,0,0.23
1327,TG,bhadradri kothagudem,2016,Bhadradri Kothagudem2016,51.705883,455731,0,0.23
1328,TG,bhadradri kothagudem,2017,Bhadradri Kothagudem2017,58.888889,498145,0,0.23
1329,TG,bhadradri kothagudem,2018,Bhadradri Kothagudem2018,47.354546,544441,0,0.23
1330,OD,bhadrak,2000,Bhadrak2000,13.087,108601,0,0.19
1332,OD,bhadrak,2002,Bhadrak2002,16.469,114385,0,0.19
1333,OD,bhadrak,2003,Bhadrak2003,37.223331,131087,0,0.19
1334,OD,bhadrak,2004,Bhadrak2004,30.328571,141908,0,0.19
1348,OD,bhadrak,2018,Bhadrak2018,0.0,338339,0,0.19
1362,BR,bhagalpur,2013,Bhagalpur2013,22.933332,246915,0,0.24
1365,BR,bhagalpur,2016,Bhagalpur2016,17.214001,289265,0,0.24
1368,MH,bhandara,2000,Bhandara2000,43.933334,558786,0,0.24
1369,MH,bhandara,2001,Bhandara2001,43.333332,578527,0,0.24
1370,MH,bhandara,2002,Bhandara2002,58.033333,618422,0,0.24
1372,MH,bhandara,2004,Bhandara2004,51.863636,632587,0,0.24
1373,MH,bhandara,2005,Bhandara2005,63.458332,724237,0,0.24
1374,MH,bhandara,2006,Bhandara2006,60.652172,823993,0,0.24
1375,MH,bhandara,2007,Bhandara2007,23.549999,919898,0,0.24
1376,MH,bhandara,2008,Bhandara2008,66.157394,934347,0,0.24
1377,MH,bhandara,2009,Bhandara2009,76.125,1024622,0,0.24
1378,MH,bhandara,2010,Bhandara2010,73.105263,1141365,0,0.24
