,state,district,year,dyid,nitrate,sdp,outlier,gini
6033,AP,krishna,2007,Krishna2007,59.517391,283807,0,0.33
6034,AP,krishna,2008,Krishna2008,66.531425,291061,0,0.33
6035,AP,krishna,2009,Krishna2009,41.281818,310769,0,0.33
6036,AP,krishna,2010,Krishna2010,62.040001,331511,0,0.33
6037,AP,krishna,2011,Krishna2011,72.833336,339996,0,0.33
6038,AP,krishna,2012,Krishna2012,46.041668,341335,0,0.33
6039,AP,krishna,2013,Krishna2013,37.68182,360239,0,0.33
6040,AP,krishna,2014,Krishna2014,51.440983,397064,0,0.33
6041,AP,krishna,2015,Krishna2015,39.424488,446997,0,0.33
6042,AP,krishna,2016,Krishna2016,47.276924,477566,0,0.33
6043,AP,krishna,2017,Krishna2017,41.636364,526626,0,0.33
6044,AP,krishna,2018,Krishna2018,38.403389,558862,0,0.33
6045,TN,krishnagiri,2000,Krishnagiri2000,36.066666,347192,0,0.39
6046,TN,krishnagiri,2001,Krishnagiri2001,26.538462,340466,0,0.39
6047,TN,krishnagiri,2002,Krishnagiri2002,51.114285,342169,0,0.39
6049,TN,krishnagiri,2004,Krishnagiri2004,122.28571,355389,0,0.39
6050,TN,krishnagiri,2005,Krishnagiri2005,7.02,406671,0,0.39
6051,TN,krishnagiri,2006,Krishnagiri2006,100.8,470351,0,0.39
6052,TN,krishnagiri,2007,Krishnagiri2007,46.0,499814,0,0.39
6054,TN,krishnagiri,2009,Krishnagiri2009,44.200001,581337,0,0.39
6055,TN,krishnagiri,2010,Krishnagiri2010,66.0,660622,0,0.39
6056,TN,krishnagiri,2011,Krishnagiri2011,66.25,674478,0,0.39
6057,TN,krishnagiri,2012,Krishnagiri2012,74.75,709343,0,0.39
6060,TN,krishnagiri,2015,Krishnagiri2015,101.625,862437,0,0.39
6061,TN,krishnagiri,2016,Krishnagiri2016,23.314547,922084,0,0.39
6062,TN,krishnagiri,2017,Krishnagiri2017,56.363636,1000308,0,0.39
6063,TN,krishnagiri,2018,Krishnagiri2018,402.51477,1071602,1,0.39
6084,HP,kullu,2001,Kullu2001,21.0,35684,0,0.26
6085,HP,kullu,2002,Kullu2002,22.0,37423,0,0.26
6088,HP,kullu,2005,Kullu2005,10.633333,43720,0,0.26
6089,HP,kullu,2006,Kullu2006,18.633333,47159,0,0.26
6090,HP,kullu,2007,Kullu2007,22.533333,50091,0,0.26
6091,HP,kullu,2008,Kullu2008,42.5,52536,0,0.26
6092,HP,kullu,2009,Kullu2009,18.296667,55386,0,0.26
6093,HP,kullu,2010,Kullu2010,13.27,60025,0,0.26
6094,HP,kullu,2011,Kullu2011,32.206665,60536,0,0.26
6095,HP,kullu,2012,Kullu2012,90.333336,64519,0,0.26
6101,HP,kullu,2018,Kullu2018,29.290001,99218,0,0.26
6102,TG,kumuram bheem asifabad,2000,Kumuram Bheem Asifabad2000,73.0,153268,0,0.37
6103,TG,kumuram bheem asifabad,2001,Kumuram Bheem Asifabad2001,62.407501,160218,0,0.37
6104,TG,kumuram bheem asifabad,2002,Kumuram Bheem Asifabad2002,50.9925,163864,0,0.37
6105,TG,kumuram bheem asifabad,2003,Kumuram Bheem Asifabad2003,3.0,179919,0,0.37
6106,TG,kumuram bheem asifabad,2004,Kumuram Bheem Asifabad2004,50.333332,166301,0,0.37
6107,TG,kumuram bheem asifabad,2005,Kumuram Bheem Asifabad2005,11.0,193010,0,0.37
6108,TG,kumuram bheem asifabad,2006,Kumuram Bheem Asifabad2006,22.700001,214290,0,0.37
6109,TG,kumuram bheem asifabad,2007,Kumuram Bheem Asifabad2007,58.299999,236096,0,0.37
6110,TG,kumuram bheem asifabad,2008,Kumuram Bheem Asifabad2008,51.25,268272,0,0.37
6111,TG,kumuram bheem asifabad,2009,Kumuram Bheem Asifabad2009,40.333332,268998,0,0.37
6112,TG,kumuram bheem asifabad,2010,Kumuram Bheem Asifabad2010,83.0,316560,0,0.37
6113,TG,kumuram bheem asifabad,2011,Kumuram Bheem Asifabad2011,63.333332,325139,0,0.37
6114,TG,kumuram bheem asifabad,2012,Kumuram Bheem Asifabad2012,57.5,334205,0,0.37
6115,TG,kumuram bheem asifabad,2013,Kumuram Bheem Asifabad2013,33.983334,349593,0,0.37
6116,TG,kumuram bheem asifabad,2014,Kumuram Bheem Asifabad2014,39.333332,372897,0,0.37
6117,TG,kumuram bheem asifabad,2015,Kumuram Bheem Asifabad2015,37.833332,416892,0,0.37
6118,TG,kumuram bheem asifabad,2016,Kumuram Bheem Asifabad2016,43.0,455731,0,0.37
6119,TG,kumuram bheem asifabad,2017,Kumuram Bheem Asifabad2017,36.0,498145,0,0.37
6120,TG,kumuram bheem asifabad,2018,Kumuram Bheem Asifabad2018,35.028572,544441,0,0.37
6133,JK,kupwara,2012,Kupwara2012,33.771427,67316,0,0.2
6134,JK,kupwara,2013,Kupwara2013,28.450001,70536,0,0.2
6135,JK,kupwara,2014,Kupwara2014,22.0,67154,0,0.2
6136,JK,kupwara,2015,Kupwara2015,17.862499,80602,0,0.2
6137,JK,kupwara,2016,Kupwara2016,18.477777,82636,0,0.2
6140,AP,kurnool,2000,Kurnool2000,40.625,181335,0,0.26
6142,AP,kurnool,2002,Kurnool2002,173.276,193873,1,0.26
6143,AP,kurnool,2003,Kurnool2003,102.2,212865,0,0.26
6144,AP,kurnool,2004,Kurnool2004,74.411766,216304,0,0.26
6145,AP,kurnool,2005,Kurnool2005,86.066666,228353,0,0.26
6146,AP,kurnool,2006,Kurnool2006,172.60001,252338,1,0.26
6147,AP,kurnool,2007,Kurnool2007,227.28276,283807,1,0.26
6148,AP,kurnool,2008,Kurnool2008,250.228,291061,1,0.26
6149,AP,kurnool,2009,Kurnool2009,152.00555,310769,1,0.26
6150,AP,kurnool,2010,Kurnool2010,108.25542,331511,0,0.26
6151,AP,kurnool,2011,Kurnool2011,90.515793,339996,0,0.26
6152,AP,kurnool,2012,Kurnool2012,148.57143,341335,1,0.26
6153,AP,kurnool,2013,Kurnool2013,57.875652,360239,0,0.26
6154,AP,kurnool,2014,Kurnool2014,128.96909,397064,0,0.26
6155,AP,kurnool,2015,Kurnool2015,171.8613,446997,1,0.26
6156,AP,kurnool,2016,Kurnool2016,115.45454,477566,0,0.26
6157,AP,kurnool,2017,Kurnool2017,89.709999,526626,0,0.26
6158,AP,kurnool,2018,Kurnool2018,119.42632,558862,0,0.26
6159,HR,kurukshetra,2000,Kurukshetra2000,5.3714285,125977,0,0.3
6160,HR,kurukshetra,2001,Kurukshetra2001,14.49,135708,0,0.3
6161,HR,kurukshetra,2002,Kurukshetra2002,12.023077,144027,0,0.3
6164,HR,kurukshetra,2005,Kurukshetra2005,4.5999999,171837,0,0.3
6166,HR,kurukshetra,2007,Kurukshetra2007,10.6,206356,0,0.3
6167,HR,kurukshetra,2008,Kurukshetra2008,20.666666,222244,0,0.3
6168,HR,kurukshetra,2009,Kurukshetra2009,4.1111112,250013,0,0.3
6169,HR,kurukshetra,2010,Kurukshetra2010,4.2444444,266962,0,0.3
6170,HR,kurukshetra,2011,Kurukshetra2011,6.2799997,271152,0,0.3
6171,HR,kurukshetra,2012,Kurukshetra2012,5.9285717,289756,0,0.3
6172,HR,kurukshetra,2013,Kurukshetra2013,6.1500001,314931,0,0.3
6173,HR,kurukshetra,2014,Kurukshetra2014,6.7437501,333359,0,0.3
6174,HR,kurukshetra,2015,Kurukshetra2015,8.8000002,372700,0,0.3
6175,HR,kurukshetra,2016,Kurukshetra2016,5.3315387,412055,0,0.3
6176,HR,kurukshetra,2017,Kurukshetra2017,5.3650002,434407,0,0.3
6177,HR,kurukshetra,2018,Kurukshetra2018,8.6321049,470328,0,0.3
6178,UP,kushi nagar,2000,Kushi Nagar2000,2.4100001,387943,0,0.24
6179,UP,kushi nagar,2001,Kushi Nagar2001,42.5,395002,0,0.24
6180,UP,kushi nagar,2002,Kushi Nagar2002,11.7075,407783,0,0.24
6182,UP,kushi nagar,2004,Kushi Nagar2004,19.25,425891,0,0.24
6196,UP,kushi nagar,2018,Kushi Nagar2018,95.0,949184,0,0.24
6207,AS,lakhimpur,2010,Lakhimpur2010,1.8,127307,0,0.21
6210,AS,lakhimpur,2013,Lakhimpur2013,2.6500001,138725,0,0.21
6211,AS,lakhimpur,2014,Lakhimpur2014,1.875,146425,0,0.21
6212,AS,lakhimpur,2015,Lakhimpur2015,0.28999999,167629,0,0.21
6213,AS,lakhimpur,2016,Lakhimpur2016,2.2571428,179632,0,0.21
6214,AS,lakhimpur,2017,Lakhimpur2017,5.0999999,195262,0,0.21
6215,AS,lakhimpur,2018,Lakhimpur2018,5.2495365,204627,0,0.21
6229,BR,lakhisarai,2013,Lakhisarai2013,4.333333,246915,0,0.22
6232,BR,lakhisarai,2016,Lakhisarai2016,16.547777,289265,0,0.22
6236,UP,lalitpur,2001,Lalitpur2001,50.599998,395002,0,0.23
6237,UP,lalitpur,2002,Lalitpur2002,46.066666,407783,0,0.23
6239,UP,lalitpur,2004,Lalitpur2004,18.0,425891,0,0.23
6251,UP,lalitpur,2016,Lalitpur2016,52.099998,888453,0,0.23
6253,UP,lalitpur,2018,Lalitpur2018,48.5,949184,0,0.23
6260,JH,latehar,2006,Latehar2006,64.0,96119,0,0.25
6266,JH,latehar,2012,Latehar2012,46.633335,149526,0,0.25
6273,MH,latur,2000,Latur2000,31.15,558786,0,0.24
6274,MH,latur,2001,Latur2001,22.785715,578527,0,0.24
6275,MH,latur,2002,Latur2002,47.235294,618422,0,0.24
6277,MH,latur,2004,Latur2004,65.050003,632587,0,0.24
6278,MH,latur,2005,Latur2005,90.25,724237,0,0.24
6279,MH,latur,2006,Latur2006,83.366669,823993,0,0.24
6280,MH,latur,2007,Latur2007,58.028572,919898,0,0.24
6281,MH,latur,2008,Latur2008,81.684998,934347,0,0.24
6282,MH,latur,2009,Latur2009,52.933334,1024622,0,0.24
6283,MH,latur,2010,Latur2010,56.166668,1141365,0,0.24
6284,MH,latur,2011,Latur2011,86.823532,1126595,0,0.24
6285,MH,latur,2012,Latur2012,56.954544,1189711,0,0.24
6286,MH,latur,2013,Latur2013,77.75,1267551,0,0.24
6287,MH,latur,2014,Latur2014,39.733334,1345341,0,0.24
6288,MH,latur,2015,Latur2015,25.5,1452513,0,0.24
6289,MH,latur,2016,Latur2016,31.636364,1596121,0,0.24
6290,MH,latur,2017,Latur2017,173.75999,1661065,1,0.24
6291,MH,latur,2018,Latur2018,35.629631,1728578,0,0.24
6298,JH,lohardaga,2006,Lohardaga2006,78.0,96119,0,0.24
6304,JH,lohardaga,2012,Lohardaga2012,0.5714286,149526,0,0.24
6305,JH,lohardaga,2013,Lohardaga2013,0.25,150609,0,0.24
6321,AR,lohit,2010,Lohit2010,17.200001,9881,0,0.31
6324,AR,lohit,2013,Lohit2013,3.2,11226,0,0.31
6326,AR,lohit,2015,Lohit2015,1.0,12889,0,0.31
6327,AR,lohit,2016,Lohit2016,1.05,13396,0,0.31
6329,AR,lohit,2018,Lohit2018,3.3873999,14897,0,0.31
6346,AR,lower subansiri,2016,Lower Subansiri2016,4.5,13396,0,0.33
6349,UP,lucknow,2000,Lucknow2000,19.0,387943,0,0.42
6350,UP,lucknow,2001,Lucknow2001,1.8783333,395002,0,0.42
6351,UP,lucknow,2002,Lucknow2002,7.6824999,407783,0,0.42
6352,UP,lucknow,2003,Lucknow2003,12.0,429253,0,0.42
6353,UP,lucknow,2004,Lucknow2004,5.6666665,425891,0,0.42
6365,UP,lucknow,2016,Lucknow2016,28.125999,888453,0,0.42
6367,UP,lucknow,2018,Lucknow2018,73.5,949184,0,0.42
6368,PB,ludhiana,2000,Ludhiana2000,38.650002,144508,0,0.29
6369,PB,ludhiana,2001,Ludhiana2001,53.099998,146390,0,0.29
6372,PB,ludhiana,2004,Ludhiana2004,39.837502,158285,0,0.29
6373,PB,ludhiana,2005,Ludhiana2005,39.400002,166046,0,0.29
6374,PB,ludhiana,2006,Ludhiana2006,55.599998,183954,0,0.29
6375,PB,ludhiana,2007,Ludhiana2007,42.777779,199884,0,0.29
6376,PB,ludhiana,2008,Ludhiana2008,27.0,210965,0,0.29
6377,PB,ludhiana,2009,Ludhiana2009,9.2080002,224441,0,0.29
6378,PB,ludhiana,2010,Ludhiana2010,127.8,238938,0,0.29
6379,PB,ludhiana,2011,Ludhiana2011,34.200001,239227,0,0.29
6380,PB,ludhiana,2012,Ludhiana2012,67.333336,251813,0,0.29
6381,PB,ludhiana,2013,Ludhiana2013,25.413076,267515,0,0.29
6382,PB,ludhiana,2014,Ludhiana2014,52.247059,278485,0,0.29
6383,PB,ludhiana,2015,Ludhiana2015,107.73333,294895,0,0.29
6384,PB,ludhiana,2016,Ludhiana2016,58.740002,315783,0,0.29
6385,PB,ludhiana,2017,Ludhiana2017,21.080555,335057,0,0.29
6386,PB,ludhiana,2018,Ludhiana2018,28.290476,353942,0,0.29
6400,BR,madhepura,2013,Madhepura2013,10.716667,246915,0,0.22
6403,BR,madhepura,2016,Madhepura2016,14.927143,289265,0,0.22
6413,BR,madhubani,2007,Madhubani2007,3.75,154420,0,0.25
6419,BR,madhubani,2013,Madhubani2013,8.0200005,246915,0,0.25
6422,BR,madhubani,2016,Madhubani2016,4.7600002,289265,0,0.25
6425,TN,madurai,2000,Madurai2000,58.363636,347192,0,0.28
6426,TN,madurai,2001,Madurai2001,88.846153,340466,0,0.28
6427,TN,madurai,2002,Madurai2002,6.4924998,342169,0,0.28
6429,TN,madurai,2004,Madurai2004,19.6,355389,0,0.28
6430,TN,madurai,2005,Madurai2005,50.666668,406671,0,0.28
6431,TN,madurai,2006,Madurai2006,71.75,470351,0,0.28
6432,TN,madurai,2007,Madurai2007,17.5,499814,0,0.28
6434,TN,madurai,2009,Madurai2009,39.599998,581337,0,0.28
6435,TN,madurai,2010,Madurai2010,19.25,660622,0,0.28
6436,TN,madurai,2011,Madurai2011,29.200001,674478,0,0.28
6437,TN,madurai,2012,Madurai2012,44.200001,709343,0,0.28
6438,TN,madurai,2013,Madurai2013,101.75,750416,0,0.28
6439,TN,madurai,2014,Madurai2014,26.142857,791915,0,0.28
6440,TN,madurai,2015,Madurai2015,28.714285,862437,0,0.28
6441,TN,madurai,2016,Madurai2016,37.595455,922084,0,0.28
6442,TN,madurai,2017,Madurai2017,53.718182,1000308,0,0.28
6443,TN,madurai,2018,Madurai2018,92.0,1071602,0,0.28
6444,TG,mahabubabad,2000,Mahabubabad2000,112.2,153268,0,0.23
6446,TG,mahabubabad,2002,Mahabubabad2002,69.120003,163864,0,0.23
6447,TG,mahabubabad,2003,Mahabubabad2003,132.5,179919,0,0.23
6448,TG,mahabubabad,2004,Mahabubabad2004,98.966667,166301,0,0.23
6449,TG,mahabubabad,2005,Mahabubabad2005,117.66666,193010,0,0.23
6450,TG,mahabubabad,2006,Mahabubabad2006,132.0,214290,0,0.23
6451,TG,mahabubabad,2007,Mahabubabad2007,63.333332,236096,0,0.23
6452,TG,mahabubabad,2008,Mahabubabad2008,47.433334,268272,0,0.23
6453,TG,mahabubabad,2009,Mahabubabad2009,99.133331,268998,0,0.23
6454,TG,mahabubabad,2010,Mahabubabad2010,46.333332,316560,0,0.23
6455,TG,mahabubabad,2011,Mahabubabad2011,68.333336,325139,0,0.23
6456,TG,mahabubabad,2012,Mahabubabad2012,72.666664,334205,0,0.23
6457,TG,mahabubabad,2013,Mahabubabad2013,107.0,349593,0,0.23
6458,TG,mahabubabad,2014,Mahabubabad2014,141.2,372897,0,0.23
6459,TG,mahabubabad,2015,Mahabubabad2015,71.5,416892,0,0.23
6460,TG,mahabubabad,2016,Mahabubabad2016,116.66666,455731,0,0.23
6461,TG,mahabubabad,2017,Mahabubabad2017,93.599998,498145,0,0.23
6462,TG,mahabubabad,2018,Mahabubabad2018,105.75,544441,0,0.23
6463,TG,mahabubnagar,2000,Mahabubnagar2000,128.0,153268,0,0.25
6465,TG,mahabubnagar,2002,Mahabubnagar2002,113.33334,163864,0,0.25
6466,TG,mahabubnagar,2003,Mahabubnagar2003,210.0,179919,1,0.25
6467,TG,mahabubnagar,2004,Mahabubnagar2004,129.0,166301,0,0.25
6468,TG,mahabubnagar,2005,Mahabubnagar2005,76.0,193010,0,0.25
6469,TG,mahabubnagar,2006,Mahabubnagar2006,136.0,214290,0,0.25
6470,TG,mahabubnagar,2007,Mahabubnagar2007,186.66667,236096,1,0.25
6471,TG,mahabubnagar,2008,Mahabubnagar2008,184.33333,268272,1,0.25
6473,TG,mahabubnagar,2010,Mahabubnagar2010,170.0,316560,1,0.25
6474,TG,mahabubnagar,2011,Mahabubnagar2011,70.0,325139,0,0.25
6475,TG,mahabubnagar,2012,Mahabubnagar2012,66.666664,334205,0,0.25
6476,TG,mahabubnagar,2013,Mahabubnagar2013,160.33333,349593,1,0.25
6477,TG,mahabubnagar,2014,Mahabubnagar2014,328.5,372897,1,0.25
6478,TG,mahabubnagar,2015,Mahabubnagar2015,192.5,416892,1,0.25
6479,TG,mahabubnagar,2016,Mahabubnagar2016,92.0,455731,0,0.25
6480,TG,mahabubnagar,2017,Mahabubnagar2017,323.0,498145,1,0.25
6481,TG,mahabubnagar,2018,Mahabubnagar2018,179.5,544441,1,0.25
6482,UP,maharajganj,2000,Maharajganj2000,11.672,387943,0,0.26
6483,UP,maharajganj,2001,Maharajganj2001,48.0,395002,0,0.26
6484,UP,maharajganj,2002,Maharajganj2002,16.228571,407783,0,0.26
6486,UP,maharajganj,2004,Maharajganj2004,1.2,425891,0,0.26
6498,UP,maharajganj,2016,Maharajganj2016,14.5,888453,0,0.26
6500,UP,maharajganj,2018,Maharajganj2018,17.0,949184,0,0.26
6505,CG,mahasamund,2004,Mahasamund2004,13.105263,88886,0,0.25
6506,CG,mahasamund,2005,Mahasamund2005,18.882353,90338,0,0.25
6507,CG,mahasamund,2006,Mahasamund2006,8.4117651,107524,0,0.25
6508,CG,mahasamund,2007,Mahasamund2007,26.894737,116215,0,0.25
6509,CG,mahasamund,2008,Mahasamund2008,10.95,123840,0,0.25
6510,CG,mahasamund,2009,Mahasamund2009,5.0999999,127278,0,0.25
6513,CG,mahasamund,2012,Mahasamund2012,20.72353,148760,0,0.25
6514,CG,mahasamund,2013,Mahasamund2013,21.141176,163494,0,0.25
6515,CG,mahasamund,2014,Mahasamund2014,9.0,165354,0,0.25
6519,CG,mahasamund,2018,Mahasamund2018,0.0,209211,0,0.25
6520,HR,mahendragarh,2000,Mahendragarh2000,33.111111,125977,0,0.25
6521,HR,mahendragarh,2001,Mahendragarh2001,31.0,135708,0,0.25
6522,HR,mahendragarh,2002,Mahendragarh2002,49.855556,144027,0,0.25
6524,HR,mahendragarh,2004,Mahendragarh2004,72.771431,157600,0,0.25
6525,HR,mahendragarh,2005,Mahendragarh2005,41.799999,171837,0,0.25
6526,HR,mahendragarh,2006,Mahendragarh2006,479.66666,191375,1,0.25
6527,HR,mahendragarh,2007,Mahendragarh2007,247.95,206356,1,0.25
6528,HR,mahendragarh,2008,Mahendragarh2008,314.77499,222244,1,0.25
6529,HR,mahendragarh,2009,Mahendragarh2009,232.0,250013,1,0.25
6530,HR,mahendragarh,2010,Mahendragarh2010,69.333336,266962,0,0.25
6531,HR,mahendragarh,2011,Mahendragarh2011,160.0,271152,1,0.25
6532,HR,mahendragarh,2012,Mahendragarh2012,142.75,289756,0,0.25
6533,HR,mahendragarh,2013,Mahendragarh2013,87.0,314931,0,0.25
6534,HR,mahendragarh,2014,Mahendragarh2014,68.0,333359,0,0.25
6535,HR,mahendragarh,2015,Mahendragarh2015,161.26125,372700,1,0.25
6536,HR,mahendragarh,2016,Mahendragarh2016,127.43333,412055,0,0.25
6537,HR,mahendragarh,2017,Mahendragarh2017,102.33334,434407,0,0.25
6538,HR,mahendragarh,2018,Mahendragarh2018,24.875,470328,0,0.25
6539,GJ,mahesana,2000,Mahesana2000,28.82,240428,0,0.32
6541,GJ,mahesana,2002,Mahesana2002,30.384615,282634,0,0.32
6544,GJ,mahesana,2005,Mahesana2005,20.9,349385,0,0.32
6545,GJ,mahesana,2006,Mahesana2006,28.153847,378934,0,0.32
6546,GJ,mahesana,2007,Mahesana2007,28.538462,423741,0,0.32
6547,GJ,mahesana,2008,Mahesana2008,30.785715,441854,0,0.32
6548,GJ,mahesana,2009,Mahesana2009,38.333332,504289,0,0.32
6549,GJ,mahesana,2010,Mahesana2010,40.307693,559476,0,0.32
6550,GJ,mahesana,2011,Mahesana2011,33.142857,532809,0,0.32
6551,GJ,mahesana,2012,Mahesana2012,33.700001,596659,0,0.32
6552,GJ,mahesana,2013,Mahesana2013,42.0,641489,0,0.32
6553,GJ,mahesana,2014,Mahesana2014,31.142857,705629,0,0.32
6554,GJ,mahesana,2015,Mahesana2015,31.733334,774775,0,0.32
6555,GJ,mahesana,2016,Mahesana2016,34.35294,843930,0,0.32
6556,GJ,mahesana,2017,Mahesana2017,38.0,946511,0,0.32
6557,GJ,mahesana,2018,Mahesana2018,34.07143,1034399,0,0.32
6558,UP,mahoba,2000,Mahoba2000,88.800003,387943,0,0.26
6560,UP,mahoba,2002,Mahoba2002,87.666664,407783,0,0.26
6562,UP,mahoba,2004,Mahoba2004,119.44286,425891,0,0.26
6574,UP,mahoba,2016,Mahoba2016,17.75,888453,0,0.26
6576,UP,mahoba,2018,Mahoba2018,74.0,949184,0,0.26
6577,UP,mainpuri,2000,Mainpuri2000,5.9499998,387943,0,0.25
6579,UP,mainpuri,2002,Mainpuri2002,107.1,407783,0,0.25
6593,UP,mainpuri,2016,Mainpuri2016,36.0,888453,0,0.25
6595,UP,mainpuri,2018,Mainpuri2018,9.5,949184,0,0.25
6596,KL,malappuram,2000,Malappuram2000,24.790476,173359,0,0.37
6597,KL,malappuram,2001,Malappuram2001,32.482609,182021,0,0.37
6598,KL,malappuram,2002,Malappuram2002,29.628571,195338,0,0.37
6600,KL,malappuram,2004,Malappuram2004,14.063793,206464,0,0.37
6603,KL,malappuram,2007,Malappuram2007,10.467592,267493,0,0.37
6604,KL,malappuram,2008,Malappuram2008,16.126492,283941,0,0.37
6605,KL,malappuram,2009,Malappuram2009,16.658644,309615,0,0.37
6606,KL,malappuram,2010,Malappuram2010,13.986066,329428,0,0.37
6607,KL,malappuram,2011,Malappuram2011,11.256492,328021,0,0.37
6608,KL,malappuram,2012,Malappuram2012,12.666667,348616,0,0.37
6609,KL,malappuram,2013,Malappuram2013,18.696875,364707,0,0.37
6610,KL,malappuram,2014,Malappuram2014,30.825806,382134,0,0.37
6611,KL,malappuram,2015,Malappuram2015,23.856667,411150,0,0.37
6612,KL,malappuram,2016,Malappuram2016,32.087879,443615,0,0.37
6613,KL,malappuram,2017,Malappuram2017,22.687567,473182,0,0.37
6614,KL,malappuram,2018,Malappuram2018,22.451841,510787,0,0.37
6615,WB,maldah,2000,Maldah2000,18.288076,274556,0,0.26
6616,WB,maldah,2001,Maldah2001,46.100418,294382,0,0.26
6617,WB,maldah,2002,Maldah2002,13.109524,304701,0,0.26
6619,WB,maldah,2004,Maldah2004,3.927,323618,0,0.26
6621,WB,maldah,2006,Maldah2006,1.8874074,370995,0,0.26
6622,WB,maldah,2007,Maldah2007,2.953793,399859,0,0.26
6624,WB,maldah,2009,Maldah2009,1.9483333,448279,0,0.26
6627,WB,maldah,2012,Maldah2012,11.183333,492901,0,0.26
6628,WB,maldah,2013,Maldah2013,16.407999,503952,0,0.26
6631,WB,maldah,2016,Maldah2016,4.7166667,584911,0,0.26
6632,WB,maldah,2017,Maldah2017,16.344828,623787,0,0.26
6633,WB,maldah,2018,Maldah2018,2.1342309,659288,0,0.26
6634,OD,malkangiri,2000,Malkangiri2000,48.073811,108601,0,0.21
6636,OD,malkangiri,2002,Malkangiri2002,42.069,114385,0,0.21
6637,OD,malkangiri,2003,Malkangiri2003,38.234615,131087,0,0.21
6638,OD,malkangiri,2004,Malkangiri2004,32.116665,141908,0,0.21
6652,OD,malkangiri,2018,Malkangiri2018,0.0,338339,0,0.21
6653,TG,mancherial,2000,Mancherial2000,65.285713,153268,0,0.37
6654,TG,mancherial,2001,Mancherial2001,77.172501,160218,0,0.37
6655,TG,mancherial,2002,Mancherial2002,64.092857,163864,0,0.37
6656,TG,mancherial,2003,Mancherial2003,83.0,179919,0,0.37
6657,TG,mancherial,2004,Mancherial2004,118.75,166301,0,0.37
6658,TG,mancherial,2005,Mancherial2005,105.66666,193010,0,0.37
6659,TG,mancherial,2006,Mancherial2006,127.1875,214290,0,0.37
6660,TG,mancherial,2007,Mancherial2007,114.56667,236096,0,0.37
6661,TG,mancherial,2008,Mancherial2008,90.0,268272,0,0.37
6662,TG,mancherial,2009,Mancherial2009,130.0,268998,0,0.37
6663,TG,mancherial,2010,Mancherial2010,114.875,316560,0,0.37
6664,TG,mancherial,2011,Mancherial2011,231.14285,325139,1,0.37
6665,TG,mancherial,2012,Mancherial2012,141.39999,334205,0,0.37
6666,TG,mancherial,2013,Mancherial2013,112.65,349593,0,0.37
6667,TG,mancherial,2014,Mancherial2014,125.125,372897,0,0.37
6668,TG,mancherial,2015,Mancherial2015,28.75,416892,0,0.37
6669,TG,mancherial,2016,Mancherial2016,40.714287,455731,0,0.37
6670,TG,mancherial,2017,Mancherial2017,84.0,498145,0,0.37
6671,TG,mancherial,2018,Mancherial2018,61.287498,544441,0,0.37
6674,HP,mandi,2002,Mandi2002,16.283333,37423,0,0.24
6677,HP,mandi,2005,Mandi2005,10.885555,43720,0,0.24
6678,HP,mandi,2006,Mandi2006,11.616667,47159,0,0.24
6679,HP,mandi,2007,Mandi2007,28.4,50091,0,0.24
6680,HP,mandi,2008,Mandi2008,29.922222,52536,0,0.24
6681,HP,mandi,2009,Mandi2009,19.629999,55386,0,0.24
6682,HP,mandi,2010,Mandi2010,11.485,60025,0,0.24
6683,HP,mandi,2011,Mandi2011,25.088888,60536,0,0.24
6684,HP,mandi,2012,Mandi2012,24.125,64519,0,0.24
6686,HP,mandi,2014,Mandi2014,20.833334,74553,0,0.24
6687,HP,mandi,2015,Mandi2015,15.8,80563,0,0.24
6690,HP,mandi,2018,Mandi2018,10.84,99218,0,0.24
6692,MP,mandla,2001,Mandla2001,12.443479,174443,0,0.23
6693,MP,mandla,2002,Mandla2002,25.105263,165346,0,0.23
6695,MP,mandla,2004,Mandla2004,28.75,180818,0,0.23
6696,MP,mandla,2005,Mandla2005,23.90909,189928,0,0.23
6698,MP,mandla,2007,Mandla2007,19.925926,217036,0,0.23
6699,MP,mandla,2008,Mandla2008,6.3333335,244476,0,0.23
6700,MP,mandla,2009,Mandla2009,29.086956,267651,0,0.23
6701,MP,mandla,2010,Mandla2010,21.913044,281705,0,0.23
6702,MP,mandla,2011,Mandla2011,54.291668,282371,0,0.23
6703,MP,mandla,2012,Mandla2012,35.833332,306853,0,0.23
6704,MP,mandla,2013,Mandla2013,32.23077,322598,0,0.23
6705,MP,mandla,2014,Mandla2014,13.83871,339247,0,0.23
6706,MP,mandla,2015,Mandla2015,11.607142,370716,0,0.23
6707,MP,mandla,2016,Mandla2016,19.645161,419465,0,0.23
6708,MP,mandla,2017,Mandla2017,16.032259,441956,0,0.23
6709,MP,mandla,2018,Mandla2018,21.571428,482361,0,0.23
6710,MP,mandsaur,2000,Mandsaur2000,62.799999,162796,0,0.21
6711,MP,mandsaur,2001,Mandsaur2001,39.545456,174443,0,0.21
6712,MP,mandsaur,2002,Mandsaur2002,29.25,165346,0,0.21
6714,MP,mandsaur,2004,Mandsaur2004,51.277779,180818,0,0.21
6715,MP,mandsaur,2005,Mandsaur2005,67.239998,189928,0,0.21
6717,MP,mandsaur,2007,Mandsaur2007,69.45517,217036,0,0.21
6718,MP,mandsaur,2008,Mandsaur2008,71.095238,244476,0,0.21
6719,MP,mandsaur,2009,Mandsaur2009,79.333336,267651,0,0.21
